trial_id,label,subject,timestamp,duration_s,n_samples,mean_cop_x,mean_cop_y,rms_ml,rms_ap,range_ml,range_ap,path_length_cm,mean_velocity_cm_s,ellipse_area_cm2,anterior_pct,lr_asymmetry,mpf_ml,f50_ml,mpf_ap,f50_ap
0106_slouched_S15,slouched,S15,20260722-105527,30.000,3001,-0.508765,-1.049577,0.156476,0.196313,1.488433,1.030497,63.778645,2.125955,0.536465,45.396592,2.349953,1.089681,0.433189,0.398966,0.166611
0107_baseline_S16,baseline,S16,20260722-105835,10.000,1001,-0.830565,-1.167574,0.479667,1.437590,1.779948,4.670717,22.816118,2.281612,7.571192,44.879061,3.836329,0.473731,0.099900,0.356830,0.199800
0108_slouched_S16,slouched,S16,20260722-110023,30.000,3001,-0.628895,5.091181,0.390789,1.367421,1.806557,4.689016,77.418923,2.580631,8.328587,72.329741,2.904828,0.420516,0.199933,0.074998,0.033322
0109_slouched_S16,slouched,S16,20260722-110056,30.010,3002,-1.075189,6.404258,0.325350,1.938961,2.339717,6.463903,83.937191,2.796974,11.873007,78.088852,4.966231,0.572567,0.333111,0.122395,0.066622
0110_slouched_S16,slouched,S16,20260722-110130,30.000,3001,-0.954724,4.143929,0.457474,0.805325,2.825991,4.785201,76.430972,2.547699,5.628400,68.175128,4.409810,0.243265,0.033322,0.171572,0.066644
0111_neutral_S16,neutral,S16,20260722-110241,30.000,3001,-1.346209,-0.894189,0.204487,0.107412,0.984487,0.655548,54.846947,1.828232,0.413032,46.078120,6.218055,0.335702,0.033322,0.597494,0.099967
0112_neutral_S16,neutral,S16,20260722-110315,30.000,3001,-1.113371,-0.988871,0.096359,0.086753,0.546593,0.991816,54.783266,1.826109,0.156518,45.662845,5.142589,1.124267,0.499833,1.491904,0.533156
0113_neutral_S16,neutral,S16,20260722-110348,30.000,3001,-1.156480,-1.251365,0.128362,0.398656,0.665510,1.160096,53.856798,1.795227,0.846443,44.511559,5.341709,0.620818,0.066644,0.115124,0.033322
0114_baseline_S17,baseline,S17,20260722-110733,10.000,1001,-0.372947,-2.340568,0.264496,0.320313,1.725535,1.649249,19.796684,1.979668,1.139938,39.734352,1.722621,0.574648,0.199800,0.516821,0.199800
0115_neutral_S17,neutral,S17,20260722-110902,30.000,3001,-0.300806,-3.090961,0.352239,0.229203,2.416045,1.622637,60.657621,2.021921,1.501432,36.443155,1.389406,0.319113,0.133289,0.412106,0.266578
0116_neutral_S17,neutral,S17,20260722-110936,30.000,3001,-0.783536,-3.350314,0.123313,0.236468,1.146392,1.236570,54.875806,1.829194,0.538088,35.305641,3.619105,0.973882,0.366544,0.224624,0.033322
0117_neutral_S17,neutral,S17,20260722-111009,30.000,3001,-0.885577,-2.974410,1.962669,0.746385,11.605357,5.466159,89.642917,2.988097,25.922500,36.954341,4.090423,0.168226,0.133289,0.292102,0.133289
0118_neutral_S17,neutral,S17,20260722-111044,30.000,3001,-0.371562,-2.797159,0.277207,0.291164,1.570078,1.570239,56.079604,1.869320,1.515621,37.731760,1.716222,0.268555,0.099967,0.175515,0.066644
0119_slouched_S17,slouched,S17,20260722-111159,30.000,3001,-0.308595,-1.025039,0.390307,0.922349,2.241765,5.006481,77.971104,2.599037,6.775105,45.504215,1.425382,0.309248,0.133289,0.368650,0.066644
0120_baseline_S18,baseline,S18,20260722-111718,10.000,1001,0.001453,-2.276715,0.551497,0.414528,2.393338,1.943317,26.589605,2.658960,4.203306,40.014409,0.006711,0.393171,0.199800,0.476154,0.299700
0121_slouched_S18,slouched,S18,20260722-111912,30.000,3001,-0.294040,-4.900058,0.340013,0.276993,2.537762,1.284426,65.687300,2.189577,1.723277,28.508518,1.358153,0.354735,0.133289,0.200096,0.066644
0122_slouched_S18,slouched,S18,20260722-111945,30.000,3001,-0.055446,-4.638121,0.143814,0.489020,0.744613,1.432626,65.037031,2.167901,1.087525,29.657364,0.256101,0.798440,0.133289,0.117862,0.033322
0123_slouched_S18,slouched,S18,20260722-112018,30.000,3001,-0.254843,-1.082318,0.215154,1.563326,1.283310,4.699953,70.715347,2.357178,5.820864,45.252993,1.177103,0.410532,0.033322,0.102538,0.033322
0124_neutral_S18,neutral,S18,20260722-112143,30.000,3001,-0.061350,-4.202237,0.923807,0.710229,8.089818,3.371187,84.361668,2.812056,10.357078,31.569137,0.283374,0.312351,0.233256,0.302876,0.099967
0125_neutral_S18,neutral,S18,20260722-112215,30.000,3001,-0.257777,-3.982503,0.090588,0.226460,0.644257,0.922628,60.890651,2.029688,0.384146,32.532881,1.190657,1.285690,0.399867,0.201044,0.033322
0126_neutral_S18,neutral,S18,20260722-112247,30.000,3001,-0.155988,-3.843259,0.647195,0.583725,3.824591,2.788331,73.168200,2.438940,5.752596,33.143603,0.720497,0.241008,0.166611,0.207980,0.099967
